id,Cmax,pos,Ymax,pos,Smax,pos,Smean,D,?,Dmaxcut,Networks-used
g_31299,0.181,30,0.131,30,0.128,1,0.098,0.113,N,0.45,SignalP-noTM
g_31300,0.375,18,0.209,18,0.156,16,0.115,0.158,N,0.45,SignalP-noTM
g_31301,0.15,30,0.205,17,0.499,4,0.346,0.281,N,0.45,SignalP-noTM
g_31302,0.163,34,0.137,11,0.214,1,0.161,0.15,N,0.45,SignalP-noTM
g_31303,0.136,60,0.162,11,0.323,2,0.212,0.189,N,0.45,SignalP-noTM
g_31304,0.278,22,0.263,22,0.433,15,0.25,0.256,N,0.45,SignalP-noTM
g_31305,0.112,30,0.12,14,0.158,11,0.131,0.126,N,0.45,SignalP-noTM
g_31306,0.144,28,0.243,12,0.659,1,0.442,0.35,N,0.45,SignalP-noTM
g_31307,0.142,18,0.118,18,0.11,16,0.097,0.107,N,0.45,SignalP-noTM
g_31308,0.123,26,0.118,26,0.141,11,0.113,0.116,N,0.45,SignalP-noTM
g_31309,0.111,41,0.11,38,0.13,21,0.108,0.109,N,0.45,SignalP-noTM
g_31310,0.176,23,0.21,23,0.468,14,0.251,0.232,N,0.45,SignalP-noTM
g_31311,0.257,24,0.229,24,0.458,4,0.28,0.25,N,0.5,SignalP-TM
g_31312,0.112,23,0.11,15,0.123,2,0.107,0.108,N,0.45,SignalP-noTM
g_31313,0.207,32,0.169,32,0.275,31,0.142,0.154,N,0.45,SignalP-noTM
g_31314,0.108,32,0.118,11,0.142,1,0.12,0.119,N,0.45,SignalP-noTM
g_31315,0.125,45,0.132,23,0.203,13,0.161,0.148,N,0.45,SignalP-noTM
g_31316,0.137,47,0.125,47,0.15,46,0.107,0.115,N,0.45,SignalP-noTM
g_31317,0.125,24,0.129,24,0.16,1,0.134,0.132,N,0.45,SignalP-noTM
g_31318,0.117,41,0.109,41,0.13,36,0.096,0.104,N,0.5,SignalP-TM
g_31319,0.11,28,0.138,12,0.258,4,0.168,0.154,N,0.45,SignalP-noTM
g_31320,0.208,25,0.241,25,0.62,1,0.305,0.275,N,0.45,SignalP-noTM
g_31321,0.109,39,0.108,29,0.125,3,0.11,0.109,N,0.45,SignalP-noTM
g_31322,0.108,64,0.108,64,0.129,42,0.103,0.105,N,0.45,SignalP-noTM
g_31323,0.248,19,0.167,19,0.22,50,0.112,0.137,N,0.45,SignalP-noTM
g_31324,0.573,26,0.702,26,0.954,15,0.862,0.789,Y,0.45,SignalP-noTM
g_31325,0.113,26,0.117,12,0.154,4,0.119,0.118,N,0.45,SignalP-noTM
g_31326,0.109,58,0.108,58,0.118,51,0.101,0.105,N,0.45,SignalP-noTM
g_31327,0.113,21,0.108,21,0.122,30,0.101,0.104,N,0.45,SignalP-noTM
g_31328,0.267,33,0.278,33,0.416,24,0.279,0.278,N,0.45,SignalP-noTM
g_31329,0.108,67,0.106,55,0.123,48,0.103,0.104,N,0.45,SignalP-noTM
g_31330,0.11,53,0.105,63,0.112,48,0.097,0.101,N,0.45,SignalP-noTM
g_31331,0.324,20,0.175,20,0.151,43,0.095,0.132,N,0.45,SignalP-noTM
g_31332,0.123,26,0.127,26,0.224,5,0.135,0.131,N,0.45,SignalP-noTM
g_31333,0.111,53,0.107,43,0.116,26,0.1,0.103,N,0.45,SignalP-noTM
g_31334,0.145,38,0.136,38,0.258,32,0.118,0.126,N,0.45,SignalP-noTM
g_31335,0.107,26,0.104,59,0.118,55,0.101,0.102,N,0.45,SignalP-noTM
g_31336,0.149,21,0.159,21,0.326,2,0.163,0.161,N,0.45,SignalP-noTM
g_31337,0.112,62,0.107,62,0.134,11,0.102,0.104,N,0.45,SignalP-noTM
g_31338,0.175,48,0.137,48,0.133,12,0.104,0.119,N,0.45,SignalP-noTM
g_31339,0.112,30,0.115,19,0.152,12,0.121,0.119,N,0.45,SignalP-noTM
g_31340,0.15,18,0.189,18,0.316,14,0.227,0.209,N,0.45,SignalP-noTM
g_31341,0.825,20,0.859,20,0.947,11,0.891,0.876,Y,0.45,SignalP-noTM
g_31342,0.163,27,0.153,11,0.294,2,0.185,0.17,N,0.45,SignalP-noTM
g_31343,0.112,25,0.132,11,0.176,6,0.142,0.137,N,0.45,SignalP-noTM
g_31344,0.111,67,0.112,43,0.128,34,0.105,0.108,N,0.45,SignalP-noTM
g_31345,0.305,18,0.376,18,0.661,1,0.488,0.421,N,0.5,SignalP-TM
g_31346,0.148,57,0.118,57,0.14,12,0.107,0.112,N,0.45,SignalP-noTM
g_31347,0.135,37,0.114,37,0.131,1,0.1,0.106,N,0.45,SignalP-noTM
g_31348,0.112,36,0.116,11,0.143,2,0.124,0.12,N,0.45,SignalP-noTM
g_31349,0.176,18,0.189,18,0.439,17,0.21,0.2,N,0.45,SignalP-noTM
g_31350,0.111,39,0.145,11,0.255,1,0.152,0.149,N,0.45,SignalP-noTM
g_31351,0.143,34,0.167,34,0.354,29,0.178,0.173,N,0.45,SignalP-noTM
g_31352,0.876,23,0.889,23,0.948,5,0.902,0.896,Y,0.45,SignalP-noTM
g_31353,0.109,41,0.119,12,0.156,2,0.116,0.117,N,0.45,SignalP-noTM
g_31354,0.112,54,0.109,25,0.15,6,0.112,0.111,N,0.45,SignalP-noTM
g_31355,0.796,21,0.809,21,0.929,1,0.812,0.811,Y,0.45,SignalP-noTM
g_31356,0.134,16,0.132,35,0.161,27,0.129,0.13,N,0.45,SignalP-noTM
g_31357,0.116,33,0.148,12,0.322,5,0.218,0.186,N,0.45,SignalP-noTM
g_31358,0.118,26,0.103,26,0.108,43,0.091,0.097,N,0.45,SignalP-noTM
g_31359,0.167,41,0.151,26,0.276,13,0.176,0.164,N,0.45,SignalP-noTM
g_31360,0.123,26,0.137,17,0.247,6,0.15,0.144,N,0.45,SignalP-noTM
g_31361,0.202,32,0.158,32,0.258,1,0.144,0.15,N,0.45,SignalP-noTM
g_31362,0.118,19,0.108,19,0.123,54,0.095,0.101,N,0.45,SignalP-noTM
g_31363,0.164,27,0.135,27,0.15,6,0.113,0.123,N,0.45,SignalP-noTM
g_31364,0.149,25,0.119,25,0.129,23,0.094,0.105,N,0.45,SignalP-noTM
g_31365,0.386,41,0.255,41,0.408,16,0.198,0.224,N,0.45,SignalP-noTM
g_31366,0.221,21,0.178,21,0.244,13,0.142,0.159,N,0.45,SignalP-noTM
g_31367,0.142,58,0.19,58,0.324,56,0.195,0.192,N,0.5,SignalP-TM
g_31368,0.118,54,0.136,21,0.211,11,0.165,0.148,N,0.5,SignalP-TM
g_31369,0.142,35,0.132,35,0.213,14,0.129,0.131,N,0.45,SignalP-noTM
g_31370,0.116,35,0.139,11,0.317,3,0.179,0.161,N,0.45,SignalP-noTM
g_31371,0.118,27,0.118,18,0.152,1,0.12,0.12,N,0.45,SignalP-noTM
g_31372,0.622,28,0.759,28,0.982,18,0.923,0.848,Y,0.45,SignalP-noTM
g_31373,0.409,25,0.537,25,0.874,4,0.712,0.632,Y,0.45,SignalP-noTM
g_31374,0.119,66,0.11,48,0.123,42,0.103,0.106,N,0.45,SignalP-noTM
g_31375,0.116,31,0.109,11,0.144,4,0.113,0.111,N,0.45,SignalP-noTM
g_31376,0.142,49,0.135,49,0.242,43,0.11,0.122,N,0.45,SignalP-noTM
g_31377,0.232,27,0.198,27,0.342,3,0.189,0.193,N,0.45,SignalP-noTM
g_31378,0.246,29,0.328,29,0.676,13,0.45,0.394,N,0.45,SignalP-noTM
g_31379,0.62,29,0.348,29,0.385,40,0.231,0.301,N,0.5,SignalP-TM
g_31380,0.111,57,0.112,38,0.131,23,0.102,0.106,N,0.45,SignalP-noTM
g_31381,0.115,25,0.165,11,0.294,1,0.245,0.197,N,0.5,SignalP-TM
g_31382,0.128,27,0.131,11,0.192,1,0.132,0.132,N,0.45,SignalP-noTM
g_31383,0.137,25,0.116,25,0.132,1,0.101,0.108,N,0.45,SignalP-noTM
g_31384,0.204,26,0.178,26,0.262,1,0.165,0.171,N,0.45,SignalP-noTM
g_31385,0.473,22,0.645,22,0.927,18,0.879,0.771,Y,0.45,SignalP-noTM
g_31386,0.592,23,0.521,23,0.701,5,0.515,0.518,Y,0.5,SignalP-TM
g_31387,0.253,46,0.216,46,0.269,33,0.174,0.194,N,0.45,SignalP-noTM
g_31388,0.111,46,0.112,57,0.179,45,0.105,0.108,N,0.45,SignalP-noTM
g_31389,0.111,44,0.112,39,0.123,28,0.105,0.108,N,0.45,SignalP-noTM
g_31390,0.163,36,0.128,36,0.132,1,0.101,0.113,N,0.45,SignalP-noTM
g_31391,0.111,58,0.115,12,0.153,3,0.111,0.113,N,0.45,SignalP-noTM
g_31392,0.81,22,0.868,22,0.971,12,0.93,0.902,Y,0.45,SignalP-noTM
g_31393,0.14,27,0.134,11,0.192,1,0.147,0.141,N,0.45,SignalP-noTM
g_31394,0.11,37,0.108,64,0.125,52,0.1,0.104,N,0.45,SignalP-noTM
g_31395,0.226,48,0.254,28,0.798,9,0.513,0.394,N,0.45,SignalP-noTM
g_31396,0.107,50,0.102,50,0.114,5,0.096,0.099,N,0.45,SignalP-noTM
g_31397,0.11,64,0.111,16,0.192,6,0.12,0.116,N,0.45,SignalP-noTM
g_31398,0.131,18,0.123,18,0.129,8,0.114,0.118,N,0.45,SignalP-noTM
g_31399,0.156,23,0.121,23,0.115,2,0.095,0.107,N,0.45,SignalP-noTM
g_31400,0.162,22,0.189,21,0.361,20,0.216,0.203,N,0.45,SignalP-noTM
g_31401,0.121,31,0.107,31,0.113,30,0.095,0.101,N,0.45,SignalP-noTM
g_31402,0.11,55,0.108,55,0.146,42,0.106,0.107,N,0.45,SignalP-noTM
g_31403,0.11,65,0.116,53,0.191,38,0.111,0.114,N,0.45,SignalP-noTM
g_31404,0.209,21,0.159,21,0.15,3,0.12,0.138,N,0.45,SignalP-noTM
g_31405,0.56,22,0.688,22,0.931,17,0.842,0.75,Y,0.5,SignalP-TM
g_31406,0.109,39,0.111,39,0.128,23,0.104,0.108,N,0.45,SignalP-noTM
g_31407,0.117,40,0.141,12,0.229,1,0.166,0.154,N,0.45,SignalP-noTM
g_31408,0.468,25,0.656,25,0.968,19,0.915,0.796,Y,0.45,SignalP-noTM
g_31409,0.214,29,0.242,29,0.405,22,0.287,0.267,N,0.45,SignalP-noTM
g_31410,0.111,35,0.114,25,0.165,43,0.119,0.117,N,0.45,SignalP-noTM
g_31411,0.111,40,0.12,23,0.2,50,0.134,0.127,N,0.45,SignalP-noTM
g_31412,0.14,50,0.119,23,0.122,26,0.105,0.111,N,0.45,SignalP-noTM
g_31413,0.113,31,0.118,16,0.156,2,0.127,0.123,N,0.45,SignalP-noTM
g_31414,0.11,22,0.113,11,0.141,4,0.123,0.118,N,0.45,SignalP-noTM
g_31415,0.107,58,0.106,49,0.124,35,0.098,0.102,N,0.45,SignalP-noTM
g_31416,0.108,59,0.104,12,0.111,3,0.098,0.101,N,0.45,SignalP-noTM
g_31417,0.123,21,0.114,21,0.121,1,0.105,0.109,N,0.45,SignalP-noTM
g_31418,0.138,25,0.203,11,0.467,1,0.326,0.269,N,0.45,SignalP-noTM
g_31419,0.114,18,0.132,18,0.216,16,0.158,0.146,N,0.45,SignalP-noTM
g_31420,0.264,43,0.196,43,0.245,40,0.129,0.16,N,0.45,SignalP-noTM
g_31421,0.107,62,0.113,12,0.128,1,0.112,0.112,N,0.45,SignalP-noTM
g_31422,0.141,19,0.174,19,0.326,1,0.191,0.183,N,0.45,SignalP-noTM
g_31423,0.112,20,0.142,20,0.261,14,0.181,0.163,N,0.45,SignalP-noTM
g_31424,0.735,25,0.815,25,0.977,15,0.901,0.861,Y,0.45,SignalP-noTM
g_31425,0.119,32,0.124,32,0.206,30,0.133,0.129,N,0.45,SignalP-noTM
g_31426,0.209,36,0.213,11,0.549,6,0.44,0.304,N,0.5,SignalP-TM
g_31427,0.111,51,0.105,51,0.109,35,0.096,0.1,N,0.45,SignalP-noTM
g_31428,0.694,25,0.747,25,0.916,8,0.802,0.777,Y,0.45,SignalP-noTM
g_31429,0.111,25,0.11,51,0.128,38,0.099,0.104,N,0.45,SignalP-noTM
g_31430,0.11,42,0.128,11,0.204,1,0.126,0.127,N,0.45,SignalP-noTM
g_31431,0.108,56,0.103,42,0.109,21,0.095,0.099,N,0.45,SignalP-noTM
g_31432,0.622,27,0.774,27,0.993,17,0.961,0.875,Y,0.45,SignalP-noTM
g_31433,0.137,39,0.118,39,0.168,13,0.109,0.113,N,0.45,SignalP-noTM
g_31434,0.139,19,0.119,19,0.113,3,0.103,0.11,N,0.45,SignalP-noTM
g_31435,0.123,18,0.165,18,0.309,1,0.197,0.182,N,0.45,SignalP-noTM
g_31436,0.383,26,0.297,26,0.351,11,0.223,0.257,N,0.45,SignalP-noTM
g_31437,0.17,46,0.129,46,0.119,19,0.101,0.114,N,0.45,SignalP-noTM
g_31438,0.111,27,0.108,27,0.12,51,0.105,0.106,N,0.45,SignalP-noTM
g_31439,0.117,30,0.126,20,0.243,3,0.137,0.132,N,0.45,SignalP-noTM
g_31440,0.136,21,0.125,21,0.146,46,0.114,0.119,N,0.45,SignalP-noTM
g_31441,0.115,34,0.105,68,0.113,51,0.097,0.101,N,0.45,SignalP-noTM
g_31442,0.124,18,0.182,11,0.479,4,0.288,0.239,N,0.45,SignalP-noTM
g_31443,0.217,26,0.235,19,0.383,14,0.281,0.253,N,0.5,SignalP-TM
g_31444,0.112,26,0.105,26,0.116,49,0.1,0.103,N,0.45,SignalP-noTM
g_31445,0.115,32,0.113,23,0.164,4,0.114,0.113,N,0.45,SignalP-noTM
g_31446,0.365,64,0.192,64,0.14,33,0.105,0.145,N,0.45,SignalP-noTM
g_31447,0.89,20,0.914,20,0.969,2,0.936,0.926,Y,0.45,SignalP-noTM
g_31448,0.153,47,0.127,47,0.133,45,0.104,0.115,N,0.45,SignalP-noTM
g_31449,0.115,34,0.115,12,0.145,1,0.108,0.111,N,0.45,SignalP-noTM
g_31450,0.111,47,0.107,47,0.135,10,0.099,0.103,N,0.45,SignalP-noTM
g_31451,0.143,30,0.168,24,0.379,8,0.228,0.2,N,0.45,SignalP-noTM
g_31452,0.203,22,0.141,22,0.159,21,0.1,0.125,N,0.5,SignalP-TM
g_31453,0.201,35,0.192,14,0.462,5,0.358,0.258,N,0.5,SignalP-TM
g_31454,0.111,26,0.116,13,0.147,24,0.118,0.117,N,0.45,SignalP-noTM
g_31455,0.144,22,0.124,37,0.177,34,0.108,0.116,N,0.45,SignalP-noTM
g_31456,0.117,29,0.104,29,0.115,27,0.094,0.098,N,0.45,SignalP-noTM
g_31457,0.115,57,0.127,11,0.17,1,0.132,0.13,N,0.45,SignalP-noTM
g_31458,0.195,53,0.16,17,0.185,10,0.146,0.155,N,0.5,SignalP-TM
g_31459,0.109,70,0.104,41,0.119,21,0.1,0.102,N,0.45,SignalP-noTM
g_31460,0.147,36,0.13,36,0.195,11,0.126,0.128,N,0.5,SignalP-TM
g_31461,0.121,21,0.214,12,0.52,2,0.365,0.296,N,0.45,SignalP-noTM
g_31462,0.126,27,0.124,27,0.16,7,0.121,0.122,N,0.45,SignalP-noTM
g_31463,0.109,48,0.104,17,0.128,7,0.104,0.104,N,0.45,SignalP-noTM
g_31464,0.128,49,0.117,12,0.142,1,0.125,0.121,N,0.45,SignalP-noTM
g_31465,0.11,49,0.11,49,0.121,32,0.099,0.104,N,0.45,SignalP-noTM
g_31466,0.323,27,0.539,27,0.967,21,0.883,0.725,Y,0.45,SignalP-noTM
g_31467,0.142,24,0.164,11,0.328,1,0.184,0.175,N,0.45,SignalP-noTM
g_31468,0.133,59,0.152,21,0.378,14,0.2,0.178,N,0.45,SignalP-noTM
g_31469,0.216,31,0.21,31,0.481,30,0.212,0.211,N,0.5,SignalP-TM
g_31470,0.268,25,0.21,25,0.3,2,0.176,0.192,N,0.45,SignalP-noTM
g_31471,0.116,26,0.114,26,0.133,3,0.113,0.114,N,0.45,SignalP-noTM
g_31472,0.129,42,0.11,34,0.12,12,0.094,0.101,N,0.45,SignalP-noTM
g_31473,0.121,26,0.105,26,0.111,54,0.092,0.098,N,0.45,SignalP-noTM
g_31474,0.109,48,0.146,11,0.236,1,0.182,0.166,N,0.45,SignalP-noTM
g_31475,0.131,31,0.118,18,0.127,15,0.112,0.115,N,0.45,SignalP-noTM
g_31476,0.186,30,0.14,30,0.156,1,0.112,0.125,N,0.45,SignalP-noTM
g_31477,0.112,22,0.105,44,0.121,40,0.098,0.101,N,0.45,SignalP-noTM
g_31478,0.123,33,0.126,19,0.303,5,0.156,0.142,N,0.45,SignalP-noTM
g_31479,0.119,37,0.154,18,0.427,7,0.222,0.191,N,0.45,SignalP-noTM
g_31480,0.106,60,0.1,40,0.101,22,0.091,0.095,N,0.45,SignalP-noTM
g_31481,0.113,24,0.108,59,0.119,55,0.102,0.105,N,0.45,SignalP-noTM
g_31482,0.123,20,0.121,17,0.156,1,0.109,0.114,N,0.45,SignalP-noTM
g_31483,0.108,13,0.104,51,0.111,46,0.094,0.098,N,0.45,SignalP-noTM
g_31484,0.11,22,0.108,23,0.145,19,0.106,0.107,N,0.45,SignalP-noTM
g_31485,0.112,30,0.118,11,0.152,1,0.115,0.117,N,0.45,SignalP-noTM
g_31486,0.128,38,0.113,38,0.124,45,0.103,0.108,N,0.45,SignalP-noTM
g_31487,0.109,28,0.142,11,0.23,1,0.152,0.147,N,0.45,SignalP-noTM
g_31488,0.15,51,0.122,51,0.191,35,0.105,0.113,N,0.45,SignalP-noTM
g_31489,0.119,28,0.126,28,0.184,24,0.134,0.13,N,0.45,SignalP-noTM
g_31490,0.144,18,0.133,18,0.162,17,0.117,0.125,N,0.45,SignalP-noTM
g_31491,0.108,26,0.104,66,0.108,21,0.097,0.1,N,0.45,SignalP-noTM
g_31492,0.154,17,0.165,17,0.26,7,0.173,0.169,N,0.45,SignalP-noTM
g_31493,0.13,58,0.114,58,0.126,38,0.1,0.107,N,0.45,SignalP-noTM
g_31494,0.108,46,0.103,66,0.116,55,0.094,0.098,N,0.45,SignalP-noTM
g_31495,0.126,19,0.116,19,0.121,1,0.104,0.11,N,0.45,SignalP-noTM
g_31496,0.109,23,0.103,23,0.112,69,0.097,0.1,N,0.45,SignalP-noTM
g_31497,0.112,29,0.105,70,0.113,60,0.095,0.1,N,0.45,SignalP-noTM
g_31498,0.113,57,0.131,14,0.175,18,0.152,0.142,N,0.45,SignalP-noTM
g_31499,0.145,22,0.154,22,0.232,1,0.159,0.156,N,0.45,SignalP-noTM
g_31500,0.11,44,0.118,58,0.199,45,0.114,0.116,N,0.45,SignalP-noTM
g_31501,0.13,26,0.117,26,0.228,46,0.107,0.112,N,0.45,SignalP-noTM
g_31502,0.112,65,0.124,11,0.201,2,0.148,0.137,N,0.45,SignalP-noTM
g_31503,0.348,30,0.559,30,0.975,18,0.891,0.738,Y,0.45,SignalP-noTM
g_31504,0.174,22,0.354,22,0.83,15,0.696,0.491,N,0.5,SignalP-TM
g_31505,0.11,34,0.107,13,0.124,3,0.106,0.106,N,0.45,SignalP-noTM
g_31506,0.336,20,0.183,20,0.361,1,0.146,0.168,N,0.5,SignalP-TM
g_31507,0.133,26,0.135,26,0.164,14,0.136,0.136,N,0.45,SignalP-noTM
g_31508,0.115,18,0.136,18,0.188,11,0.157,0.147,N,0.45,SignalP-noTM
g_31509,0.111,40,0.112,25,0.136,8,0.114,0.113,N,0.45,SignalP-noTM
g_31510,0.109,58,0.12,38,0.19,30,0.132,0.126,N,0.45,SignalP-noTM
g_31511,0.135,26,0.111,26,0.13,46,0.09,0.1,N,0.45,SignalP-noTM
g_31512,0.111,59,0.129,12,0.237,3,0.16,0.146,N,0.45,SignalP-noTM
g_31513,0.111,37,0.11,42,0.125,32,0.106,0.108,N,0.45,SignalP-noTM
g_31514,0.37,24,0.588,24,0.973,7,0.936,0.776,Y,0.45,SignalP-noTM
g_31515,0.113,22,0.133,20,0.234,13,0.159,0.147,N,0.45,SignalP-noTM
g_31516,0.114,58,0.113,53,0.15,9,0.106,0.109,N,0.45,SignalP-noTM
g_31517,0.122,20,0.151,12,0.291,2,0.172,0.162,N,0.45,SignalP-noTM
g_31518,0.106,12,0.104,70,0.112,51,0.097,0.1,N,0.45,SignalP-noTM
g_31519,0.107,66,0.104,14,0.112,13,0.101,0.102,N,0.45,SignalP-noTM
g_31520,0.419,27,0.563,27,0.847,5,0.764,0.671,Y,0.45,SignalP-noTM
g_31521,0.174,20,0.149,20,0.184,3,0.118,0.132,N,0.45,SignalP-noTM
g_31522,0.108,33,0.106,11,0.125,2,0.106,0.106,N,0.45,SignalP-noTM
g_31523,0.11,61,0.104,28,0.12,44,0.099,0.101,N,0.45,SignalP-noTM
g_31524,0.211,24,0.202,24,0.435,2,0.251,0.221,N,0.5,SignalP-TM
g_31525,0.125,18,0.168,18,0.31,16,0.219,0.195,N,0.45,SignalP-noTM
g_31526,0.158,29,0.173,11,0.301,2,0.258,0.219,N,0.45,SignalP-noTM
g_31527,0.221,38,0.155,38,0.186,2,0.106,0.135,N,0.5,SignalP-TM
g_31528,0.119,41,0.149,11,0.234,1,0.172,0.162,N,0.45,SignalP-noTM
g_31529,0.222,27,0.173,27,0.244,24,0.137,0.154,N,0.45,SignalP-noTM
g_31530,0.183,54,0.138,54,0.133,12,0.104,0.12,N,0.45,SignalP-noTM
g_31531,0.113,32,0.12,12,0.144,1,0.122,0.121,N,0.45,SignalP-noTM
g_31532,0.111,32,0.134,37,0.237,29,0.151,0.143,N,0.45,SignalP-noTM
g_31533,0.125,26,0.114,11,0.154,1,0.106,0.109,N,0.45,SignalP-noTM
g_31534,0.117,42,0.107,42,0.109,64,0.095,0.1,N,0.45,SignalP-noTM
g_31535,0.111,48,0.149,50,0.326,48,0.152,0.151,N,0.45,SignalP-noTM
g_31536,0.132,24,0.112,24,0.124,1,0.097,0.104,N,0.45,SignalP-noTM
g_31537,0.108,56,0.105,11,0.125,3,0.108,0.107,N,0.45,SignalP-noTM
g_31538,0.639,37,0.633,37,0.846,16,0.603,0.621,Y,0.5,SignalP-TM
g_31539,0.148,32,0.164,32,0.249,21,0.155,0.161,N,0.5,SignalP-TM
g_31540,0.125,38,0.114,38,0.125,25,0.1,0.106,N,0.45,SignalP-noTM
g_31541,0.114,49,0.117,13,0.136,6,0.124,0.121,N,0.45,SignalP-noTM
g_31542,0.109,48,0.105,24,0.123,4,0.104,0.105,N,0.45,SignalP-noTM
g_31543,0.111,66,0.105,66,0.106,56,0.095,0.1,N,0.45,SignalP-noTM
g_31544,0.109,46,0.109,12,0.123,3,0.106,0.107,N,0.45,SignalP-noTM
g_31545,0.115,19,0.134,19,0.224,12,0.153,0.144,N,0.45,SignalP-noTM
g_31546,0.13,15,0.142,15,0.19,4,0.149,0.146,N,0.45,SignalP-noTM
g_31547,0.114,53,0.127,11,0.174,1,0.12,0.124,N,0.45,SignalP-noTM
g_31548,0.114,62,0.107,62,0.135,9,0.1,0.103,N,0.45,SignalP-noTM
g_31549,0.12,38,0.129,70,0.24,37,0.122,0.127,N,0.5,SignalP-TM
g_31550,0.112,50,0.105,11,0.118,2,0.108,0.107,N,0.45,SignalP-noTM
g_31551,0.149,45,0.12,45,0.176,4,0.101,0.109,N,0.45,SignalP-noTM
g_31552,0.108,52,0.105,52,0.125,12,0.099,0.102,N,0.45,SignalP-noTM
g_31553,0.343,29,0.314,41,0.577,40,0.276,0.293,N,0.45,SignalP-noTM
g_31554,0.15,16,0.191,16,0.297,9,0.236,0.215,N,0.45,SignalP-noTM
g_31555,0.216,46,0.173,11,0.357,1,0.252,0.204,N,0.5,SignalP-TM
g_31556,0.136,20,0.123,20,0.137,2,0.107,0.114,N,0.45,SignalP-noTM
g_31557,0.184,57,0.137,57,0.12,50,0.095,0.114,N,0.45,SignalP-noTM
g_31558,0.124,26,0.115,26,0.124,17,0.108,0.111,N,0.45,SignalP-noTM
g_31559,0.147,30,0.122,30,0.124,5,0.103,0.112,N,0.45,SignalP-noTM
g_31560,0.106,44,0.102,70,0.108,57,0.093,0.097,N,0.45,SignalP-noTM
g_31561,0.11,33,0.109,33,0.128,13,0.106,0.107,N,0.45,SignalP-noTM
g_31562,0.185,25,0.216,25,0.33,24,0.244,0.227,N,0.5,SignalP-TM
g_31563,0.108,67,0.105,13,0.112,1,0.102,0.103,N,0.45,SignalP-noTM
g_31564,0.112,36,0.107,36,0.116,33,0.098,0.102,N,0.45,SignalP-noTM
g_31565,0.11,60,0.103,60,0.105,57,0.093,0.098,N,0.45,SignalP-noTM
g_31566,0.112,58,0.109,37,0.13,19,0.106,0.108,N,0.45,SignalP-noTM
g_31567,0.113,41,0.107,41,0.12,12,0.101,0.104,N,0.45,SignalP-noTM
g_31568,0.114,21,0.108,60,0.117,24,0.099,0.103,N,0.45,SignalP-noTM
g_31569,0.139,46,0.118,46,0.166,45,0.096,0.109,N,0.5,SignalP-TM
g_31570,0.118,20,0.111,13,0.139,2,0.111,0.111,N,0.45,SignalP-noTM
g_31571,0.109,41,0.112,26,0.126,12,0.112,0.112,N,0.45,SignalP-noTM
g_31572,0.124,25,0.145,25,0.25,6,0.17,0.159,N,0.45,SignalP-noTM
g_31573,0.195,19,0.189,19,0.231,1,0.173,0.18,N,0.45,SignalP-noTM
g_31574,0.122,20,0.111,35,0.125,51,0.105,0.108,N,0.45,SignalP-noTM
g_31575,0.11,69,0.104,69,0.113,10,0.097,0.1,N,0.45,SignalP-noTM
g_31576,0.145,18,0.171,18,0.254,13,0.192,0.182,N,0.45,SignalP-noTM
g_31577,0.115,30,0.176,11,0.369,1,0.229,0.205,N,0.45,SignalP-noTM
g_31578,0.14,34,0.121,51,0.17,49,0.106,0.113,N,0.45,SignalP-noTM
g_31579,0.178,19,0.283,19,0.639,4,0.487,0.365,N,0.5,SignalP-TM
g_31580,0.137,16,0.119,16,0.145,14,0.102,0.11,N,0.45,SignalP-noTM
g_31581,0.107,67,0.103,70,0.109,30,0.094,0.098,N,0.45,SignalP-noTM
g_31582,0.171,23,0.201,23,0.361,18,0.247,0.22,N,0.5,SignalP-TM
g_31583,0.154,61,0.133,61,0.2,44,0.125,0.129,N,0.45,SignalP-noTM
g_31584,0.186,68,0.134,68,0.173,1,0.103,0.117,N,0.45,SignalP-noTM
g_31585,0.228,28,0.239,28,0.435,23,0.247,0.244,N,0.45,SignalP-noTM
g_31586,0.108,56,0.105,56,0.121,49,0.097,0.101,N,0.45,SignalP-noTM
g_31587,0.151,21,0.129,21,0.14,14,0.108,0.117,N,0.45,SignalP-noTM
g_31588,0.11,29,0.107,29,0.123,23,0.104,0.105,N,0.45,SignalP-noTM
g_31589,0.11,28,0.124,11,0.161,6,0.127,0.125,N,0.45,SignalP-noTM
g_31590,0.11,39,0.103,39,0.117,2,0.095,0.099,N,0.45,SignalP-noTM
g_31591,0.114,58,0.151,58,0.343,52,0.148,0.15,N,0.5,SignalP-TM
g_31592,0.113,47,0.109,61,0.134,44,0.104,0.106,N,0.45,SignalP-noTM
g_31593,0.163,19,0.195,19,0.294,1,0.22,0.209,N,0.45,SignalP-noTM
g_31594,0.147,17,0.151,17,0.312,12,0.172,0.163,N,0.45,SignalP-noTM
g_31595,0.11,26,0.125,11,0.188,3,0.129,0.127,N,0.45,SignalP-noTM
g_31596,0.212,24,0.273,24,0.549,2,0.352,0.316,N,0.45,SignalP-noTM
g_31597,0.719,24,0.538,24,0.649,16,0.403,0.465,Y,0.45,SignalP-noTM
g_31598,0.225,29,0.15,29,0.131,6,0.104,0.125,N,0.45,SignalP-noTM
g_31599,0.114,20,0.129,12,0.198,1,0.123,0.126,N,0.45,SignalP-noTM
g_31600,0.513,19,0.677,19,0.936,12,0.898,0.796,Y,0.45,SignalP-noTM
g_31601,0.236,19,0.314,19,0.75,1,0.46,0.372,N,0.5,SignalP-TM
